symbol,name,full_name,name_and_type
BBNK,bridge capital holdings,Bridge Capital Holdings,Bridge Capital Holdings - Common Stock
BBOX,black box,Black Box Corporation,Black Box Corporation - Common Stock
BBP,bioshares biotechnology products fund,BioShares Biotechnology Products Fund,BioShares Biotechnology Products Fund
BBRG,bravo brio restaurant group,"Bravo Brio Restaurant Group, Inc.","Bravo Brio Restaurant Group, Inc. - Common Stock"
BBRY,blackberry,BlackBerry Limited,BlackBerry Limited - Common Stock
BBSI,barrett business services,"Barrett Business Services, Inc.","Barrett Business Services, Inc. - Common Stock"
BCBP,"bcb bancorp, inc. (nj","BCB Bancorp, Inc. (NJ)","BCB Bancorp, Inc. (NJ) - Common Stock"
BCLI,brainstorm cell therapeutics,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics Inc. - Common Stock
BCOM,b communications,B Communications Ltd.,B Communications Ltd. - Ordinary Shares
BCOR,blucora,"Blucora, Inc.","Blucora, Inc. - Common Stock"
BCOV,brightcove,Brightcove Inc.,Brightcove Inc. - Common Stock
BCPC,balchem,Balchem Corporation,Balchem Corporation - Common Stock
BCRX,biocryst pharmaceuticals,"BioCryst Pharmaceuticals, Inc.","BioCryst Pharmaceuticals, Inc. - Common Stock"
BDBD,boulder brands,"Boulder Brands, Inc.","Boulder Brands, Inc. - Common Stock"
BDCV,bdca venture,"BDCA Venture, Inc.","BDCA Venture, Inc. - Common Stock"
BDE,black diamond,"Black Diamond, Inc.","Black Diamond, Inc. - Common Stock"
BDGE,bridge bancorp,"Bridge Bancorp, Inc.","Bridge Bancorp, Inc. - Common Stock"
BDMS,birner dental management services,"Birner Dental Management Services, Inc.","Birner Dental Management Services, Inc. - Common Stock"
BDSI,biodelivery sciences international,"BioDelivery Sciences International, Inc.","BioDelivery Sciences International, Inc. - Common Stock"
BEAT,biotelemetry,"BioTelemetry, Inc.","BioTelemetry, Inc. - Common Stock"
BEAV,b/e aerospace,"B/E Aerospace, Inc.","B/E Aerospace, Inc. - Common Stock"
BEBE,bebe stores,"bebe stores, inc.","bebe stores, inc. - Common Stock"
BECN,beacon roofing supply,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc. - Common Stock"
BELFA,bel fuse,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock
BELFB,bel fuse,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock
BFIN,bankfinancial,BankFinancial Corporation,BankFinancial Corporation - Common Stock
BGCP,bgc partners,"BGC Partners, Inc.","BGC Partners, Inc. - Class A Common Stock"
BGFV,big 5 sporting goods,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock
BGMD,bg medicine,"BG Medicine, Inc.","BG Medicine, Inc. - Common Stock"
BHBK,blue hills bancorp,"Blue Hills Bancorp, Inc.","Blue Hills Bancorp, Inc. - Common Stock"
BIB,proshares ultra nasdaq biotechnology,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology
BICK,first trust bick index fund,First Trust BICK Index Fund,First Trust BICK Index Fund
BIDU,baidu,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share"
BIIB,biogen idec,Biogen Idec Inc.,Biogen Idec Inc. - Common Stock
BIND,bind therapeutics,"BIND Therapeutics, Inc.","BIND Therapeutics, Inc. - Common Stock"
BIOC,biocept,"Biocept, Inc.","Biocept, Inc. - Common Stock"
BIOD,biodel,Biodel Inc.,Biodel Inc. - Common Stock
BIOL,biolase,"Biolase, Inc.","Biolase, Inc. - Common Stock"
BIOS,bioscrip,"BioScrip, Inc.","BioScrip, Inc. - Common Stock"
BIRT,actuate,Actuate Corporation,Actuate Corporation - Common Stock
BIS,proshares ultrashort nasdaq biotechnology,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology
BJRI,bj's restaurants,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc. - Common Stock"
BKCC,blackrock kelso capital,BlackRock Kelso Capital Corporation,BlackRock Kelso Capital Corporation - Common Stock
BKEP,blueknight energy partners,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests"
BKEPP,blueknight energy partners,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units"
BKMU,bank mutual,Bank Mutual Corporation,Bank Mutual Corporation - Common Stock
BKSC,bank of south carolina,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock
BKYF,the bank of kentucky financial,The Bank of Kentucky Financial Corp.,The Bank of Kentucky Financial Corp. - Common Stock
BLCM,bellicum pharmaceuticals,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc. - Common Stock"
BLDP,ballard power systems,"Ballard Power Systems, Inc.","Ballard Power Systems, Inc. - Common Shares"
BLDR,builders firstsource,"Builders FirstSource, Inc.","Builders FirstSource, Inc. - Common Stock"
BLFS,biolife solutions,"BioLife Solutions, Inc.","BioLife Solutions, Inc. - Common Stock"
BLIN,bridgeline digital,"Bridgeline Digital, Inc.","Bridgeline Digital, Inc. - Common Stock"
BLKB,blackbaud,"Blackbaud, Inc.","Blackbaud, Inc. - Common Stock"
BLMN,bloomin' brands,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc. - Common Stock"
BLMT,bsb bancorp,"BSB Bancorp, Inc.","BSB Bancorp, Inc. - Common Stock"
BLRX,biolinerx,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares
BLUE,bluebird bio,"bluebird bio, Inc.","bluebird bio, Inc. - Common Stock"
BLVD,boulevard acquisition,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Common Stock
BLVDU,boulevard acquisition,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Units
BLVDW,boulevard acquisition,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Warrants
BMRC,bank of marin bancorp,Bank of Marin Bancorp,Bank of Marin Bancorp - Common Stock
BMRN,biomarin pharmaceutical,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. - Common Stock
BMTC,bryn mawr bank,Bryn Mawr Bank Corporation,Bryn Mawr Bank Corporation - Common Stock
BNCL,beneficial mutual bancorp,"Beneficial Mutual Bancorp, Inc.","Beneficial Mutual Bancorp, Inc. - Common Stock"
BNCN,bnc bancorp,BNC Bancorp,BNC Bancorp - Common Stock
BNDX,vanguard total international bond etf,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF
BNFT,benefitfocus,"Benefitfocus, Inc.","Benefitfocus, Inc. - Common Stock"
BNSO,bonso electronics international,"Bonso Electronics International, Inc.","Bonso Electronics International, Inc. - Common Stock"
BOBE,bob evans farms,"Bob Evans Farms, Inc.","Bob Evans Farms, Inc. - Common Stock"
BOCH,bank of commerce holdings (ca,Bank of Commerce Holdings (CA),Bank of Commerce Holdings (CA) - Common Stock
BOFI,bofi holding,"BofI Holding, Inc.","BofI Holding, Inc. - Common Stock"
BOKF,bok financial,BOK Financial Corporation,BOK Financial Corporation - Common Stock
BONA,bona film group,Bona Film Group Limited,Bona Film Group Limited - American Depositary Shares
BONT,the bon,The Bon,"The Bon-Ton Stores, Inc. - Common Stock"
BOOM,dynamic materials,Dynamic Materials Corporation,Dynamic Materials Corporation - Common Stock
BOSC,b.o.s. better online solutions,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions - Ordinary Shares
BOTA,biota pharmaceuticals,"Biota Pharmaceuticals, Inc.","Biota Pharmaceuticals, Inc. - Common Stock"
BOTJ,bank of the james financial group,"Bank of the James Financial Group, Inc.","Bank of the James Financial Group, Inc. - Common Stock"
BPFH,boston private financial holdings,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Common Stock"
BPFHP,boston private financial holdings,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D"
BPFHW,boston private financial holdings,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share"
BPOP,popular,"Popular, Inc.","Popular, Inc. - Common Stock"
BPOPM,popular,"Popular, Inc.","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities"
BPOPN,popular,"Popular, Inc.","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities"
BPTH,bio,Bio,"Bio-Path Holdings, Inc. - Common Stock"
BRCD,brocade communications systems,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc. - Common Stock"
BRCM,broadcom,Broadcom Corporation,Broadcom Corporation - Class A Common Stock
BRDR,borderfree,"Borderfree, Inc.","Borderfree, Inc. - Common Stock"
BREW,craft brew alliance,"Craft Brew Alliance, Inc.","Craft Brew Alliance, Inc. - Common Stock"
BRID,bridgford foods,Bridgford Foods Corporation,Bridgford Foods Corporation - Common Stock
BRKL,brookline bancorp,"Brookline Bancorp, Inc.","Brookline Bancorp, Inc. - Common Stock"
BRKR,bruker,Bruker Corporation,Bruker Corporation - Common Stock
BRKS,brooks automation,"Brooks Automation, Inc.","Brooks Automation, Inc. - Common Stock"
BRLI,bio,Bio,"Bio-Reference Laboratories, Inc. - Common Stock"
BSDM,bsd medical,BSD Medical Corporation,BSD Medical Corporation - Common Stock
BSET,bassett furniture industries,"Bassett Furniture Industries, Incorporated","Bassett Furniture Industries, Incorporated - Common Stock"
BSF,bear state financial,"Bear State Financial, Inc.","Bear State Financial, Inc. - Common Stock"
BSFT,broadsoft,"BroadSoft, Inc.","BroadSoft, Inc. - Common Stock"
BSPM,biostar pharmaceuticals,"Biostar Pharmaceuticals, Inc.","Biostar Pharmaceuticals, Inc. - Common Stock"
BSQR,bsquare,BSQUARE Corporation,BSQUARE Corporation - Common Stock
BSRR,sierra bancorp,Sierra Bancorp,Sierra Bancorp - Common Stock
BSTC,biospecifics technologies,BioSpecifics Technologies Corp,BioSpecifics Technologies Corp - Common Stock
BTUI,btu international,"BTU International, Inc.","BTU International, Inc. - Common Stock"
BUR,burcon nutrascience,Burcon NutraScience Corp,Burcon NutraScience Corp - Ordinary Shares
BUSE,first busey,First Busey Corporation,First Busey Corporation - Common Stock
BV,bazaarvoice,"Bazaarvoice, Inc.","Bazaarvoice, Inc. - Common Stock"
BVA,cordia bancorp,Cordia Bancorp Inc.,Cordia Bancorp Inc. - Common Stock
BVSN,broadvision,"BroadVision, Inc.","BroadVision, Inc. - Common Stock"
BWEN,broadwind energy,"Broadwind Energy, Inc.","Broadwind Energy, Inc. - Common Stock"
BWFG,bankwell financial group,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc. - Common Stock"
BWINA,baldwin & lyons,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class A (voting) Common Stock"
BWINB,baldwin & lyons,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock"
BWLD,buffalo wild wings,"Buffalo Wild Wings, Inc.","Buffalo Wild Wings, Inc. - Common Stock"
BYBK,bay bancorp,"Bay Bancorp, Inc.","Bay Bancorp, Inc. - Common Stock"
BYFC,broadway financial,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock
BYLK,baylake,Baylake Corp,Baylake Corp - Common Stock
CA,ca,CA Inc.,CA Inc. - Common Stock
CAAS,china automotive systems,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock"
CAC,camden national,Camden National Corporation,Camden National Corporation - Common Stock
CACB,cascade bancorp,Cascade Bancorp,Cascade Bancorp - Common Stock
CACC,credit acceptance,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock
CACG,chart acquisition,Chart Acquisition Corp.,Chart Acquisition Corp. - Common Stock
CACGU,chart acquisition,Chart Acquisition Corp.,Chart Acquisition Corp. - Units
CACGW,chart acquisition,Chart Acquisition Corp.,Chart Acquisition Corp. - Warrants
CACH,cache,"Cache, Inc.","Cache, Inc. - Common Stock"
CACQ,caesars acquisition,Caesars Acquisition Company,Caesars Acquisition Company - Class A Common Stock
CADC,china advanced construction materials group,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc. - Common Stock"
CADT,dt asia investments,DT Asia Investments Limited,DT Asia Investments Limited - Ordinary Shares
CADTR,dt asia investments,DT Asia Investments Limited,DT Asia Investments Limited - Right
CADTU,dt asia investments,DT Asia Investments Limited,DT Asia Investments Limited - Unit
CADTW,dt asia investments,DT Asia Investments Limited,DT Asia Investments Limited - Warrant
CAKE,the cheesecake factory,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock
CALA,calithera biosciences,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock"
CALD,callidus software,"Callidus Software, Inc.","Callidus Software, Inc. - Common Stock"
CALI,china auto logistics,China Auto Logistics Inc.,China Auto Logistics Inc. - Common Stock
CALL,magicjack vocaltec,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares
CALM,cal,Cal,"Cal-Maine Foods, Inc. - Common Stock"
CAMB,cambridge capital acquisition,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Common Stock
CAMBU,cambridge capital acquisition,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Unit
CAMBW,cambridge capital acquisition,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Warrant
CAMP,calamp,CalAmp Corp.,CalAmp Corp. - Common Stock
CAMT,camtek,Camtek Ltd.,Camtek Ltd. - Ordinary Shares
CAPN,capnia,"Capnia, Inc.","Capnia, Inc. - Common Stock"
CAPNW,capnia,"Capnia, Inc.","Capnia, Inc. - Series A Warrant"
CAR,avis budget group,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock"
CARA,cara therapeutics,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock"
CARB,carbonite,"Carbonite, Inc.","Carbonite, Inc. - Common Stock"
CARO,carolina financial,Carolina Financial Corporation,Carolina Financial Corporation - Common Stock
CART,carolina trust bank,Carolina Trust Bank,Carolina Trust Bank - Common Stock
CARV,carver bancorp,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock"
CARZ,first trust nasdaq global auto index fund,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund
CASH,meta financial group,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock"
CASI,casi pharmaceuticals,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock"
CASM,cas medical systems,"CAS Medical Systems, Inc.","CAS Medical Systems, Inc. - Common Stock"
CASS,cass information systems,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock"
CASY,caseys general stores,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock"
CATM,cardtronics,"Cardtronics, Inc.","Cardtronics, Inc. - Common Stock"
CATY,cathay general bancorp,Cathay General Bancorp,Cathay General Bancorp - Common Stock
CATYW,cathay general bancorp,Cathay General Bancorp,Cathay General Bancorp - Warrant
CAVM,cavium,"Cavium, Inc.","Cavium, Inc. - Common Stock"
CBAK,china bak battery,"China BAK Battery, Inc.","China BAK Battery, Inc. - Common Stock"
CBAN,colony bankcorp,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock"
CBAY,cymabay therapeutics,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock
CBDE,cbd energy,CBD Energy Limited,CBD Energy Limited - Ordinary Shares
CBF,capital bank financial,Capital Bank Financial Corp.,Capital Bank Financial Corp. - Class A Common Stock
CBFV,cb financial services,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock"
CBIN,community bank shares of indiana,"Community Bank Shares of Indiana, Inc.","Community Bank Shares of Indiana, Inc. - Common Stock"
CBLI,cleveland biolabs,"Cleveland BioLabs, Inc.","Cleveland BioLabs, Inc. - Common Stock"
CBMG,cellular biomedicine group,"Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group, Inc. - Common Stock"
CBMX,combimatrix,CombiMatrix Corporation,CombiMatrix Corporation - Common Stock
CBNJ,cape bancorp,"Cape Bancorp, Inc.","Cape Bancorp, Inc. - Common Stock"
CBNK,chicopee bancorp,"Chicopee Bancorp, Inc.","Chicopee Bancorp, Inc. - Common Stock"
CBOE,cboe holdings,"CBOE Holdings, Inc.","CBOE Holdings, Inc. - Common Stock"
CBPO,china biologic products,"China Biologic Products, Inc.","China Biologic Products, Inc. - Common Stock"
CBRL,cracker barrel old country store,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock"
CBRX,columbia laboratories,"Columbia Laboratories, Inc.","Columbia Laboratories, Inc. - Common Stock"
CBSH,commerce bancshares,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock"
CBSHP,commerce bancshares,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock"
CBST,cubist pharmaceuticals,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Common Stock"
CBSTZ,cubist pharmaceuticals,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Contingent Value Right"
CCBG,capital city bank group,Capital City Bank Group,Capital City Bank Group - Common Stock
CCCL,china ceramics co.,"China Ceramics Co., Ltd.","China Ceramics Co., Ltd. - Common Stock"
CCCR,china commercial credit,"China Commercial Credit, Inc.","China Commercial Credit, Inc. - Common Stock"
CCIH,chinacache international holdings,ChinaCache International Holdings Ltd.,ChinaCache International Holdings Ltd. - American Depositary Shares
